from_stop_id,to_stop_id,transfer_type,min_transfer_time
1754,908,0,
911,1697,0,
911,1721,0,
911,11095,0,
915,1055,0,
915,1092,0,
689,728,0,
689,690,0,
11606,972,0,
11606,1231,0,
11606,11589,0,
11606,8044,0,
11606,8754,0,
11606,8763,2,300
11606,8073,2,300
924,1361,0,
924,1301,0,
10619,10620,0,
10619,10619,0,
10619,782,0,
9052,1143,0,
9052,8622,0,
9052,888,0,
9052,176,0,
9052,240,0,
11088,486,0,
11088,11087,0,
11088,417,0,
11088,11279,2,300
11088,11278,2,300
8640,217,0,
8640,545,0,
8640,9136,0,
11113,60,0,
11113,110,0,
10169,9912,2,120
10169,9913,0,
10169,9914,2,120
10169,9908,0,
10169,9910,0,
10169,10432,0,
745,745,2,120
2153,142,0,
2156,10439,0,
2156,9103,0,
2160,1329,0,
2160,1337,0,
2160,1328,0,
2160,7025,0,
1846,1211,0,
8394,8394,0,
4876,4876,0,
4876,2242,0,
2261,2639,0,
2261,2648,0,
8644,1423,0,
8644,1451,0,
8689,8690,2,120
8689,8688,2,120
8689,8685,2,120
8689,8676,2,120
8689,8672,2,120
8689,8656,2,120
8689,8657,2,120
8689,8687,2,120
8689,8746,0,
8689,8755,0,
8689,8691,0,
9307,8535,0,
1181,1181,0,
1218,2000,0,
1218,2035,0,
1186,1187,0,
1186,1648,0,
1187,1186,0,
1187,1187,0,
1187,1160,0,
1195,1195,0,
1195,1158,0,
1071,1156,0,
1071,1071,0,
1071,1070,0,
701,668,0,
701,669,0,
701,11623,0,
702,667,0,
702,702,0,
702,1538,0,
1198,1198,0,
1198,704,0,
1198,665,0,
1202,1355,0,
1202,1307,0,
1206,785,2,300
1206,850,0,
8622,2120,0,
8622,9052,0,
8622,779,0,
8622,857,0,
8622,887,0,
178,9067,0,
178,238,0,
179,10363,0,
179,10352,0,
181,235,0,
181,181,0,
181,1286,2,360
181,10435,2,360
181,8043,0,
181,8074,0,
184,1283,2,360
11638,80,0,
97,4881,2,180
97,10399,2,120
97,3430,0,
97,10400,2,60
97,97,0,
1824,2004,0,
1824,2032,0,
1828,1133,0,
1828,1076,0,
669,668,0,
669,701,0,
669,11623,0,
1832,8903,0,
1832,1615,2,120
1832,1065,2,120
1832,8046,0,
1832,8071,0,
1075,1133,0,
1075,1076,0,
1838,2004,0,
1838,2032,0,
310,310,0,
310,370,0,
310,1505,0,
314,10968,0,
314,10969,0,
317,361,0,
317,9530,0,
317,317,0,
317,674,0,
317,318,0,
675,675,0,
358,358,0,
358,359,0,
358,596,0,
63,63,0,
63,591,0,
63,397,0,
63,1379,0,
75,11542,2,360
75,11427,2,480
75,48,0,
75,74,0,
30,4883,2,300
30,11528,2,300
30,30,0,
30,45,0,
30,11481,0,
2165,2222,2,360
2166,2222,0,
2167,2221,0,
2170,2170,0,
2170,2219,0,
2170,9099,0,
10349,10349,0,
10349,10335,0,
10929,10915,0,
10929,3535,2,120
10929,2252,2,120
10929,2203,2,120
10929,2397,0,
10929,10423,0,
10929,8052,0,
10929,8065,0,
10929,5989,2,120
10929,6984,0,
10336,10336,0,
10336,10339,0,
2214,2174,0,
2214,2214,0,
2221,2167,0,
2221,2221,0,
2225,1211,0,
2227,1329,0,
2227,1337,0,
2227,1328,0,
2227,7025,0,
810,10439,0,
810,9103,0,
2234,142,0,
826,746,0,
826,747,2,360
826,826,0,
77,96,0,
77,4881,2,180
77,11438,0,
77,3430,0,
77,11616,0,
77,11526,0,
77,97,0,
77,77,0,
77,8041,2,600
77,11302,2,420
1158,1195,0,
1160,1186,0,
1160,1187,0,
1160,1160,0,
1160,1648,0,
1173,2833,2,120
1173,2717,2,120
1173,2671,2,120
1173,2761,2,120
1173,2414,2,120
1173,2523,2,120
1173,2016,2,120
1173,10203,2,120
1173,8049,0,
1173,8068,0,
8743,8673,0,
8743,9505,0,
8743,8743,0,
8743,8674,0,
1775,4163,2,120
1775,4067,2,120
1775,452,2,120
1775,4143,2,120
1775,4119,2,120
1775,4381,2,120
1775,451,2,120
1775,10873,2,120
2123,2110,0,
2123,908,0,
8674,8673,0,
8674,9505,0,
8674,8751,0,
8674,8760,0,
1736,8563,2,120
1736,11455,0,
1736,1651,2,120
1736,1685,2,120
1736,8047,0,
1736,8070,0,
1736,11674,2,300
646,301,2,120
646,646,2,120
646,647,2,120
646,744,2,120
646,1907,2,120
647,301,0,
647,646,2,120
647,647,0,
647,744,0,
132,132,0,
132,296,0,
386,386,0,
386,1116,0,
386,1031,0,
392,392,0,
392,202,0,
392,860,0,
199,202,0,
201,812,2,300
811,761,0,
811,811,0,
811,812,0,
11353,11103,0,
11353,11350,0,
11353,11283,2,300
11353,11282,2,300
255,155,0,
255,256,0,
650,797,0,
650,838,0,
655,1347,0,
655,1316,0,
1079,1254,0,
1079,659,0,
1130,1254,0,
1130,659,0,
1133,1828,0,
1133,1075,0,
1137,1683,0,
1137,1617,0,
1139,1186,0,
1139,1160,0,
1139,1654,0,
1648,1186,0,
1648,1187,0,
1648,1160,0,
1190,1683,0,
1190,1617,0,
1076,1828,0,
1076,1075,0,
1076,1076,0,
8680,8659,2,120
8680,8679,2,120
8680,10021,2,120
8680,8748,0,
8680,8757,0,
8657,8690,2,120
8657,8688,2,120
8657,8685,2,120
8657,8676,2,120
8657,8672,2,120
8657,8656,2,120
8657,8689,2,120
8657,8687,2,120
8657,8746,0,
8657,8755,0,
8657,8691,0,
1105,11023,0,
1105,11013,0,
1108,1596,0,
1108,1514,0,
1116,386,0,
1116,292,0,
1120,1971,0,
1120,2062,0,
1018,1018,0,
1018,9551,0,
1018,869,0,
1018,767,0,
11221,11260,2,480
11221,11227,0,
11221,11221,0,
11221,10360,2,480
11087,486,2,360
11087,11357,2,300
11087,11088,2,300
11087,11087,0,
11087,2119,2,360
11087,417,0,
11087,11278,2,300
337,11021,0,
337,11014,0,
341,1589,0,
341,1522,0,
347,195,0,
812,811,0,
812,195,0,
815,1980,0,
815,2054,0,
423,1586,0,
423,1525,0,
423,11281,2,300
423,11280,2,300
11500,165,0,
11500,251,0,
11010,793,0,
11010,842,0,
11007,1350,0,
11007,1312,0,
11009,706,0,
11009,663,0,
8903,1832,0,
8903,8903,0,
8903,1615,0,
8903,1065,0,
8903,8046,0,
8903,8071,0,
11623,668,0,
11623,701,0,
11015,706,0,
11015,663,0,
11011,1350,0,
11011,1312,0,
11022,793,0,
11022,842,0,
11020,165,0,
11020,251,0,
11216,9087,0,
10799,423,0,
10799,10799,0,
10799,1586,0,
10799,1525,0,
10799,11281,2,300
10799,11280,2,300
11021,463,0,
11021,337,0,
10966,213,0,
10966,549,2,300
11023,1042,0,
11023,1105,0,
114,114,0,
114,56,0,
114,113,0,
114,11016,0,
10968,314,0,
10968,365,0,
10968,366,0,
1604,10969,0,
10959,1896,0,
2355,11555,0,
2355,2338,0,
2728,2728,0,
10339,10336,0,
2692,2477,2,120
2692,3023,0,
2692,2630,0,
2692,2799,2,120
2692,10429,2,120
2692,8051,0,
2692,8066,0,
10335,10349,0,
8913,8754,0,
8913,8763,0,
972,11588,2,300
972,11606,0,
972,11589,0,
972,8044,0,
972,8754,0,
972,8763,0,
972,8073,0,
704,666,0,
704,1198,0,
706,11009,0,
706,11015,0,
709,709,0,
709,1254,0,
709,659,0,
1254,1079,0,
1254,1130,0,
1254,709,0,
1258,2000,0,
1258,2035,0,
1266,1846,0,
1266,2225,0,
1275,1509,0,
1276,122,0,
1276,1510,0,
54,54,0,
54,10541,2,300
56,114,0,
56,56,0,
56,113,0,
56,11016,0,
59,322,2,300
60,569,0,
60,322,0,
60,11113,0,
8324,6631,0,
8324,6608,0,
6753,6753,0,
6753,6610,0,
6753,11243,0,
6753,6607,0,
6753,11247,0,
6753,11295,0,
6753,6512,0,
6753,2092,0,
6753,6541,0,
8367,8412,0,
10263,10263,2,120
10263,8301,2,120
9551,1018,0,
774,774,0,
774,1977,0,
774,863,0,
774,2058,0,
202,392,0,
202,199,0,
202,198,0,
210,1592,0,
210,1519,0,
213,10966,0,
213,10967,0,
11403,9055,0,
11403,330,0,
189,95,2,300
189,2736,0,
189,35,2,360
189,79,2,300
189,189,0,
189,859,0,
189,9069,2,420
189,11302,2,420
189,8994,2,300
189,8019,2,480
189,8035,2,360
728,898,0,
728,689,0,
736,955,0,
742,737,0,
742,955,0,
742,742,0,
742,678,0,
584,405,0,
584,4887,2,480
584,584,0,
585,585,0,
585,11473,2,300
591,63,0,
591,591,0,
591,397,0,
591,1379,0,
359,358,0,
359,359,0,
359,596,0,
365,10968,0,
365,10969,0,
659,1130,0,
659,709,0,
663,11009,0,
663,11015,0,
665,666,0,
665,1198,0,
1230,11588,2,300
1230,8044,0,
1230,8073,0,
1231,11606,0,
1231,11589,0,
1231,8044,0,
1231,8754,0,
1231,8763,0,
1231,8073,0,
1242,2739,0,
1242,951,0,
188,80,2,360
191,4494,2,300
191,4495,2,360
193,11528,2,300
1244,2739,0,
8535,8535,0,
8535,8040,2,300
366,313,0,
366,314,0,
366,366,0,
370,310,0,
744,301,0,
744,646,2,120
744,647,0,
744,744,0,
744,1907,0,
10969,314,0,
10969,365,0,
44,4496,0,
44,9128,0,
11013,1042,0,
11013,1105,0,
10967,213,2,360
10967,549,2,360
11014,463,0,
11014,337,0,
419,11019,0,
419,419,0,
419,483,0,
98,48,0,
98,74,0,
3428,429,2,360
3428,2738,0,
3428,942,0,
859,95,2,300
859,78,2,360
859,2736,0,
859,938,0,
859,35,2,300
859,79,2,360
859,189,0,
859,859,0,
859,9069,2,480
859,8039,2,360
859,11302,2,420
859,8994,2,300
859,8019,2,480
859,8035,2,480
397,63,0,
397,1379,0,
676,442,0,
678,955,0,
678,678,0,
690,898,0,
690,689,0,
695,1572,2,120
695,1541,2,120
695,8045,0,
695,8072,0,
1379,591,0,
1379,397,0,
110,569,0,
110,322,0,
110,11113,0,
113,114,0,
113,56,0,
113,113,0,
113,11016,0,
122,1276,0,
122,122,0,
122,1510,0,
124,1509,0,
296,132,0,
296,296,0,
297,381,0,
297,297,0,
1505,310,0,
1505,370,0,
1509,1275,0,
1509,124,0,
1510,1276,0,
1510,1510,0,
1971,1120,0,
1971,1027,0,
1977,774,0,
1977,863,0,
1980,758,0,
1980,815,0,
10745,11349,0,
10745,994,0,
10745,11285,2,300
10745,11284,2,300
1988,151,0,
1988,10812,0,
1992,801,0,
1992,834,0,
1996,1996,0,
1996,1343,0,
1996,1320,0,
1996,2039,0,
2000,1218,0,
2000,1258,0,
2004,1824,0,
2004,1838,0,
1622,1622,0,
1622,1679,0,
1622,2028,0,
1659,1659,0,
1659,1643,0,
1659,2023,0,
1659,9989,0,
10331,10231,0,
968,959,0,
968,1046,0,
968,968,0,
616,1487,2,360
613,613,0,
613,1,2,300
26,11542,0,
48,75,0,
48,11563,2,360
48,98,0,
779,1143,0,
779,9052,0,
779,8622,0,
779,779,0,
779,857,0,
782,10620,0,
782,10619,0,
785,1147,0,
789,1580,0,
789,1533,0,
793,11010,0,
793,11022,0,
797,650,0,
797,718,0,
801,1992,0,
801,2044,0,
809,2156,0,
809,810,0,
834,1992,0,
834,2044,0,
1329,2160,0,
1329,2227,0,
1329,7025,0,
1330,1330,0,
1333,6959,0,
1334,1334,0,
1334,6958,0,
1334,6992,0,
1336,1336,0,
1337,2160,0,
1337,2227,0,
1337,1337,0,
1343,1996,0,
1343,2039,0,
1347,655,0,
1347,713,0,
1350,11007,0,
1350,11011,0,
1354,1576,0,
1354,1537,0,
1355,1151,0,
1355,1202,0,
1361,9051,0,
1361,924,0,
1361,892,0,
1362,10196,0,
1362,10374,0,
1328,2160,0,
1328,2227,0,
1328,1328,0,
136,11103,0,
136,11350,0,
136,11283,2,300
136,11282,2,300
8563,1736,2,120
8563,1651,0,
8563,1685,2,120
8563,8047,2,120
8563,8070,0,
713,1347,0,
713,713,0,
713,1316,0,
718,650,0,
718,797,0,
718,798,0,
718,718,0,
718,838,0,
11354,11103,0,
11354,627,0,
11354,11283,2,300
11354,11282,2,300
195,454,0,
195,347,0,
198,392,0,
198,202,0,
198,198,0,
198,860,0,
292,1116,0,
292,1031,0,
1907,301,0,
1907,646,2,120
1907,647,0,
1907,744,0,
1907,1907,0,
351,351,0,
351,603,0,
10553,938,0,
10553,35,0,
10553,11302,2,360
10553,8994,0,
10553,8019,2,480
10553,8035,2,480
9069,35,2,300
9069,11302,2,300
9069,8994,0,
9069,8019,2,480
9069,8035,2,480
1959,404,0,
596,596,0,
857,1143,0,
857,8622,0,
838,650,0,
838,718,0,
842,11010,0,
842,11022,0,
847,1580,0,
847,1533,0,
850,1147,0,
850,1206,0,
908,1754,0,
908,2123,0,
11589,11606,0,
11589,972,0,
11589,1231,0,
11589,8044,2,300
11589,8754,2,300
11589,8763,2,300
11589,8073,2,300
888,9052,0,
888,176,0,
888,240,0,
10631,486,0,
10631,417,0,
10631,11279,2,300
10631,11278,2,300
9136,217,0,
9136,545,0,
9136,9055,0,
9136,8640,0,
9136,9136,0,
9136,330,0,
1300,10196,0,
1300,10374,0,
1301,9051,0,
1301,924,0,
1301,892,0,
1307,1151,2,300
1307,1202,2,300
1308,1576,0,
1308,1537,0,
1312,11007,0,
1312,11011,0,
1316,655,0,
1316,713,0,
1320,1996,0,
1320,1343,0,
1320,1320,0,
1320,2039,0,
860,392,0,
860,199,0,
860,198,0,
860,860,0,
860,287,0,
287,392,0,
287,202,0,
287,860,0,
287,287,0,
160,11103,0,
160,627,0,
160,11283,2,300
160,11282,2,300
330,217,0,
330,9055,0,
330,9136,0,
2119,486,0,
2119,11352,2,300
2119,417,0,
2119,11279,2,300
2119,11278,2,300
886,176,0,
886,240,0,
887,1143,0,
887,8622,0,
887,779,0,
887,857,0,
892,1361,0,
892,1301,0,
8687,8690,2,120
8687,8688,2,120
8687,8685,2,120
8687,8676,2,120
8687,8672,0,
8687,8656,2,120
8687,8689,2,120
8687,8657,0,
8687,8687,0,
8687,8746,0,
8687,8755,0,
8687,8691,0,
3156,3030,0,
3156,3092,0,
8845,8845,0,
9917,9912,2,480
9917,9913,2,480
9917,9914,2,480
9917,9908,0,
9917,9910,2,480
9917,10432,2,120
9917,9909,2,480
9917,11665,2,360
318,9530,0,
318,674,0,
318,318,0,
326,1102,0,
1641,2010,0,
1641,1641,0,
1642,1660,0,
1643,1659,0,
1643,9989,0,
1651,1736,2,120
1651,8563,2,120
1651,11455,0,
1651,1685,2,120
1651,8047,0,
1651,8070,0,
1651,11674,2,300
1677,1855,0,
1677,1677,0,
1679,2028,0,
1679,9987,0,
1683,1137,0,
1683,1190,0,
1070,1156,0,
1070,1071,0,
1615,1832,2,120
1615,8903,0,
1615,1065,2,120
1615,8046,0,
1615,8071,0,
549,10966,2,300
549,10967,2,360
9124,1592,0,
9124,1519,0,
863,774,0,
863,1977,0,
863,863,0,
863,2058,0,
869,1018,0,
9135,9135,0,
8301,10263,0,
11349,10745,0,
11349,2051,0,
11348,11353,0,
11348,136,0,
6630,11388,0,
6630,11471,0,
6630,11293,0,
6610,6753,0,
6610,6610,0,
6610,11243,0,
6610,6607,0,
6610,11247,0,
6610,6512,0,
767,1018,0,
645,2736,2,360
276,607,2,360
277,276,2,360
1572,695,2,120
1572,8045,0,
1572,8072,0,
1589,460,0,
1589,341,0,
1592,210,0,
1592,9124,0,
1596,1039,0,
1596,1108,0,
1617,1137,0,
1617,1190,0,
1621,2028,0,
1621,9987,0,
1576,1354,0,
1576,1308,0,
1580,789,0,
1580,847,0,
1583,11675,2,360
1583,248,0,
1586,423,0,
1586,10799,0,
1586,11281,2,300
1586,11280,2,300
11103,11354,0,
11103,160,0,
11103,11283,2,300
11352,11357,0,
11352,2119,0,
11352,11279,2,300
417,11357,0,
417,11088,0,
417,11087,2,300
417,2119,0,
627,11354,0,
627,160,0,
11350,11353,0,
11350,136,0,
11350,11282,2,300
994,10745,0,
994,2051,0,
448,450,2,300
2380,2380,0,
2799,2477,0,
2799,2630,0,
2799,2692,2,120
2799,10429,2,120
2799,8051,0,
2799,8066,0,
2321,2268,0,
2321,2321,0,
2409,6086,0,
2410,5991,0,
11392,11392,2,120
2323,2323,0,
2444,2325,0,
2444,11204,0,
1027,1971,0,
1027,2062,0,
1031,386,0,
1031,292,0,
1514,1039,0,
1514,1108,0,
1519,210,0,
1519,9124,0,
1522,460,0,
1522,341,0,
1525,423,0,
1525,10799,0,
1525,11281,2,300
1525,11280,2,300
1530,11675,2,360
1530,248,0,
1533,789,0,
1533,847,0,
1537,1354,0,
1537,1308,0,
1541,695,2,120
1541,8045,0,
1541,8072,0,
1544,1061,0,
1544,1086,0,
1546,1692,0,
1546,1728,0,
1553,1559,0,
10663,3345,2,120
10663,2752,2,120
10663,2823,2,120
10663,1471,2,120
10663,1400,2,120
10663,8750,0,
10663,8759,0,
1563,1550,0,
1563,1793,0,
1567,1692,0,
1567,1728,0,
1570,1061,0,
1570,1086,0,
2016,2833,2,120
2016,2717,2,120
2016,2671,2,120
2016,2761,2,120
2016,2414,2,120
2016,2523,2,120
2016,1173,2,120
2016,10203,2,120
2016,8049,0,
2016,8068,0,
2028,1622,0,
2028,1679,0,
2032,1824,0,
2032,1838,0,
2035,1218,0,
2035,1258,0,
2039,1343,0,
2039,1320,0,
2044,801,0,
2044,834,0,
2047,151,0,
2047,10812,0,
2051,11349,0,
2051,994,0,
2051,11285,2,300
2051,11284,2,300
2054,758,0,
2054,815,0,
2058,774,0,
2058,863,0,
2062,1120,0,
2062,1027,0,
2328,2639,0,
2328,2648,0,
2396,2399,0,
2396,2386,0,
2396,10854,2,480
3195,3394,2,120
3195,3334,2,120
3195,3533,2,120
3195,3769,2,120
3195,3204,2,120
3195,3053,2,120
3195,3927,2,120
3195,3904,2,120
3195,3906,2,120
3195,3067,2,120
3195,8021,2,120
3195,8998,2,120
3195,8032,2,120
3195,7643,2,120
11425,3317,0,
11425,11425,0,
3221,3221,0,
10021,8659,2,120
10021,8679,2,120
10021,8680,2,120
10017,8697,0,
10017,8683,0,
3816,3385,2,120
3816,3061,2,120
3816,3779,2,120
3816,3816,2,120
3816,3806,2,120
3816,3478,2,120
3816,3822,2,120
3816,8022,2,120
3816,8999,2,120
3816,8031,2,120
963,1387,2,300
963,1482,0,
963,1709,0,
963,10415,0,
1065,1832,2,120
1065,8903,2,120
1065,1615,2,120
1065,8046,0,
1065,8071,0,
1086,1544,0,
1086,1570,0,
1091,8753,0,
1091,8762,0,
1092,902,0,
1092,915,0,
1101,959,0,
1685,1736,2,120
1685,8563,2,120
1685,11455,0,
1685,1651,2,120
1685,8047,0,
1685,8070,0,
1685,11674,2,300
1692,1546,0,
1692,1567,0,
8860,8752,0,
8860,8761,0,
1697,906,0,
1697,911,0,
1721,906,0,
1721,911,0,
11095,906,0,
11095,911,0,
11095,8752,0,
11095,8761,0,
1728,1546,0,
1728,1567,0,
10360,11258,0,
10360,11227,2,420
10360,11221,2,480
10360,11277,2,300
10360,11276,2,300
10363,10814,0,
10363,179,0,
10196,1362,0,
10196,1300,0,
10196,10374,0,
10352,10814,0,
10352,179,0,
8928,7073,0,
8921,8921,0,
8936,7200,0,
8936,7186,0,
7076,8945,0,
7076,7152,0,
7169,5345,0,
5342,5364,0,
9435,10748,0,
9435,10747,0,
9435,5364,0,
7093,7093,0,
7093,7097,0,
7259,7259,2,120
7259,5352,2,120
7259,7207,2,120
7259,7095,2,120
7259,7166,2,120
7259,7214,2,120
7066,7066,0,
7070,7070,0,
8975,8960,0,
8975,10554,0,
7591,7591,2,120
7591,5216,2,120
7591,7468,2,120
7591,7469,2,120
7591,6727,2,120
7591,7635,2,120
7591,6736,2,120
7429,7495,0,
7446,7493,0,
7446,7533,0,
7446,7501,0,
7449,7450,2,120
7449,7555,0,
7450,7450,2,120
7450,7489,2,120
7489,7489,2,120
7576,7629,0,
10744,10744,0,
9608,9608,0,
10328,4756,0,
4608,4608,0,
8638,4611,0,
10873,4163,2,120
10873,4067,2,120
10873,452,2,120
10873,4143,2,120
10873,4119,2,120
10873,1761,2,120
10873,4381,2,120
10873,4474,2,120
10873,451,2,120
10873,1775,2,120
5352,7259,2,120
5352,5352,2,120
5352,7207,2,120
5352,7095,2,120
5352,7166,2,120
5352,7214,2,120
7192,7192,0,
5360,7169,0,
5360,7150,0,
5360,5345,0,
6504,6548,0,
6508,6888,0,
6508,6545,0,
6840,10519,0,
6840,6841,0,
11243,6753,0,
11243,6610,0,
11243,11243,0,
11243,6607,0,
11243,11247,0,
11243,11295,0,
11243,6512,0,
11243,2092,0,
11243,6541,0,
11384,11384,0,
11255,11255,0,
6607,6753,0,
6607,6610,0,
6607,11243,0,
6607,6607,0,
6607,11247,0,
6607,11295,0,
6607,6512,0,
6607,2092,0,
6607,6541,0,
6951,6951,0,
6951,8385,0,
6951,6999,0,
6656,6483,0,
6656,6578,0,
6566,6802,0,
6566,6486,0,
6482,6482,0,
6482,6578,0,
6958,1334,0,
6958,6958,0,
6958,6992,0,
8396,8396,0,
10433,10433,0,
10432,9907,0,
10432,9915,0,
10432,9906,0,
10432,9912,0,
10432,9913,0,
10432,9914,0,
10432,9908,0,
10432,9910,0,
10432,9911,0,
10432,9917,0,
10432,10432,2,120
10432,9909,0,
10432,9916,0,
357,357,0,
1,613,2,300
1,1,0,
7416,7417,0,
8959,7416,0,
7089,5346,0,
7096,7096,0,
7281,7311,0,
9593,9597,0,
9593,9596,0,
9591,9591,2,120
9591,9592,2,120
9560,6805,0,
9562,6823,0,
9564,6590,0,
9564,6646,0,
9567,6874,0,
9570,6675,0,
9570,6691,0,
8852,8852,0,
8852,9572,0,
8852,6923,0,
6942,6741,0,
6942,6725,0,
6703,6703,0,
6703,8326,0,
6704,6768,0,
6704,6781,0,
8483,8484,0,
8483,8283,2,300
6706,8282,0,
8485,8282,0,
8484,8484,0,
8484,8283,2,360
6661,6661,0,
6661,6768,0,
6661,6781,0,
6919,6944,0,
6919,6919,0,
6921,6741,0,
6921,6725,0,
9574,6675,0,
9574,6691,0,
9577,6902,0,
9577,6874,0,
9580,6590,0,
9580,6646,0,
9582,6823,0,
10488,9915,2,300
10488,9917,2,300
10488,9916,2,300
10434,10434,0,
10044,613,2,300
10044,10044,0,
10044,639,2,300
10044,10618,2,300
74,75,0,
74,11563,2,360
74,98,0,
11,11429,2,300
11,1013,2,420
11,11542,0,
11,11427,2,300
11311,11311,0,
11311,11274,2,360
10465,415,2,480
10492,8042,2,300
10492,8075,2,300
10486,234,0,
10435,8043,2,300
11310,11311,2,300
11310,11310,0,
11310,11275,2,360
11310,11274,2,360
10424,1013,2,300
11309,11475,2,480
11309,73,2,360
10513,415,2,480
11337,11310,2,360
11337,11275,2,360
11337,11274,2,360
10057,11475,2,480
5359,5359,0,
5359,5346,0,
10203,2833,2,120
10203,2717,2,120
10203,2671,2,120
10203,2761,2,120
10203,2414,0,
10203,2523,2,120
10203,1173,2,120
10203,2016,2,120
10203,10203,2,120
10203,8049,0,
10203,8068,0,
2663,2663,0,
2663,10245,0,
2663,10288,0,
2688,2696,0,
2689,2695,0,
10429,2477,2,120
10429,3023,0,
10429,2630,0,
10429,2692,2,120
10429,2799,2,120
10429,10429,2,120
10429,8051,0,
10429,8066,0,
10247,10247,0,
10329,2725,0,
10235,2708,0,
10235,10233,0,
2012,2021,0,
5374,5374,0,
5395,5395,0,
10251,10251,0,
10251,10692,0,
10251,10260,0,
6988,6962,0,
6988,6988,0,
6991,6991,0,
6991,6959,0,
6991,7046,0,
6994,6994,0,
6994,6956,0,
6534,2099,0,
6682,2098,0,
6682,8380,0,
11247,6753,0,
11247,6610,0,
11247,11243,0,
11247,6607,0,
11247,11247,0,
11247,11295,0,
11247,6512,0,
11247,2092,0,
11247,6541,0,
10746,10746,0,
2386,2396,0,
25,11429,0,
25,11427,0,
9592,9591,2,120
9592,9592,2,120
5768,5768,2,120
5768,5769,0,
5768,8057,0,
5768,8060,0,
5768,5667,2,120
5768,10881,2,120
5768,5793,2,120
5768,5045,2,120
5768,5891,2,120
5768,6467,2,120
5768,10880,2,120
5768,5262,2,120
5768,5494,2,120
5768,5122,2,120
3258,3767,2,120
3258,3181,2,120
3258,3217,2,120
3258,3258,2,120
3258,8020,2,120
3258,10860,2,120
3258,8033,2,120
9433,9433,0,
3298,3317,0,
3298,3318,0,
5844,5844,0,
5844,10884,0,
5844,8056,0,
5844,8061,0,
5852,5852,0,
5854,10159,0,
5860,5845,0,
5860,5860,0,
5860,9929,0,
5861,5861,0,
5861,9929,0,
10884,5844,0,
10884,8056,0,
10884,8061,0,
5862,5844,0,
5862,8056,0,
5862,8061,0,
5661,5837,0,
5661,5673,0,
5664,5670,0,
5664,5722,0,
9339,9338,0,
9339,9344,0,
9477,9477,0,
9480,9479,0,
9480,9480,0,
9342,3277,0,
9342,3281,0,
5334,5334,0,
5335,5335,0,
5335,5381,0,
5335,6472,0,
7100,7100,0,
7100,10629,0,
7100,5336,0,
7100,9492,0,
7100,5380,0,
5381,5381,0,
5381,6472,0,
11593,10644,0,
11593,10643,0,
10258,10628,0,
10258,10258,0,
10258,10253,0,
5389,10671,0,
5389,5325,0,
6037,10702,0,
6037,6037,0,
6037,5305,0,
6037,5398,0,
10673,10644,0,
10673,10643,0,
9721,5854,0,
5769,5768,2,120
5769,5769,2,120
5769,8057,0,
5769,8060,0,
5769,5667,2,120
5769,10881,2,120
5769,5793,2,120
5769,5045,2,120
5769,5891,2,120
5769,6467,2,120
5769,10880,2,120
5769,5262,2,120
5769,5494,2,120
5769,5122,0,
6219,6428,0,
6219,6149,0,
6146,6223,0,
6146,6146,0,
6146,6222,0,
6148,6220,0,
6148,6148,0,
6153,6280,0,
3943,3943,0,
3964,9179,0,
3965,9255,0,
3982,3982,0,
3908,3782,0,
9714,9230,0,
3906,3394,2,120
3906,3334,2,120
3906,3533,2,120
3906,3769,2,120
3906,3204,2,120
3906,3053,2,120
3906,3927,2,120
3906,3904,2,120
3906,3195,2,120
3906,3906,2,120
3906,3067,2,120
3906,8021,2,120
3906,8998,2,120
3906,8032,2,120
3906,7643,2,120
7707,10345,0,
10295,10295,0,
10295,7890,0,
10295,7835,0,
10299,7666,2,420
10299,7719,2,420
10366,10956,0,
11413,11413,0,
11413,10198,2,480
11413,10840,0,
11413,10956,2,360
7827,11413,2,300
7827,7827,2,120
7827,10198,2,120
7827,7743,2,120
7827,10840,2,120
7827,8024,2,120
7827,10956,2,120
7827,8029,2,120
7827,7727,2,120
7827,7658,2,120
10198,11413,2,480
10198,10198,0,
10198,10840,2,480
10198,10956,2,480
7869,7869,0,
7685,7685,0,
7685,7703,0,
11027,11028,0,
11033,11033,0,
9632,9632,0,
7956,7956,0,
5345,5345,0,
5354,5354,0,
9291,9291,0,
9303,9303,0,
6475,6475,0,
6475,7102,0,
5336,7100,0,
5336,5336,0,
5336,9492,0,
5336,5380,0,
9492,5336,0,
9492,5380,0,
9492,8989,0,
5380,9492,0,
6472,5336,0,
6472,6472,0,
7063,7063,0,
9306,6475,0,
9306,9306,0,
9306,10199,0,
9306,7102,0,
9293,9291,0,
9293,9292,0,
5350,5350,0,
5350,7348,0,
3944,3944,0,
3944,9179,0,
3067,3394,2,120
3067,3334,2,120
3067,3533,2,120
3067,3769,2,120
3067,3204,2,120
3067,3053,2,120
3067,3927,2,120
3067,3904,2,120
3067,3906,2,120
3067,3067,2,120
3067,8021,2,120
3067,8998,2,120
3067,8032,2,120
3067,7643,2,120
9179,3964,0,
9179,3944,0,
9179,9179,0,
9683,9684,0,
9683,9683,0,
9683,9854,0,
9667,8025,2,120
9667,8028,2,120
9667,10955,2,120
7672,9652,0,
7672,7714,0,
10892,10889,2,120
10892,10888,2,120
10892,10891,2,120
10892,10890,2,120
10892,10887,2,120
10892,10886,2,120
10892,10885,2,120
7681,7681,0,
9665,9701,0,
9635,9635,0,
