from_stop_id,to_stop_id,transfer_type,min_transfer_time
7777,8028,2,120
7777,10955,2,120
10305,10300,0,
10305,7785,0,
10305,10305,0,
10310,7666,2,420
10310,7719,2,420
10316,10893,0,
7743,11413,2,360
7743,7827,2,120
7743,10956,2,120
7743,8029,2,120
7743,7727,2,120
7743,7658,2,120
10840,11413,2,120
10840,7827,2,120
10840,7743,2,120
10840,10840,0,
10840,10956,2,120
10840,7658,2,120
6354,6354,0,
6354,6196,0,
6088,6088,2,120
6088,6340,2,120
6088,5543,2,120
6088,6195,2,120
6088,6174,2,120
6088,8854,2,120
6133,9062,0,
6133,6133,0,
6133,6095,0,
5533,9021,0,
5533,5444,0,
5541,5541,0,
6340,6340,2,120
6340,5543,0,
6340,6195,2,120
6340,6174,2,120
6340,8854,2,120
6340,6139,2,120
6204,6164,0,
6204,6204,0,
6204,6233,0,
6214,6154,0,
6214,6214,0,
3810,3810,0,
9417,9243,0,
9311,9255,0,
3981,9310,0,
9245,9245,0,
9255,3965,0,
9255,9311,0,
7728,7728,0,
7732,7732,0,
7732,7654,0,
10272,10272,0,
10272,7650,2,480
10272,7736,2,480
10294,10893,0,
7768,8025,2,120
7768,10954,2,120
7768,8028,2,120
7768,10955,2,120
10343,10343,0,
7979,7979,0,
7703,7685,0,
7703,7861,0,
7703,7703,0,
7699,10516,0,
7699,10215,0,
3815,3731,0,
3878,3878,0,
3885,3885,0,
7865,7868,0,
7857,7857,0,
7854,7854,0,
11658,11661,0,
11658,8055,0,
11658,8062,0,
11658,11663,2,120
11658,11662,0,
11658,11657,0,
11658,11660,0,
11658,11659,0,
5176,5188,0,
5176,5900,0,
5274,5275,2,300
5274,6060,0,
5274,5419,0,
5180,5180,0,
5180,9720,0,
5180,5183,2,360
5180,5815,2,360
11289,11248,0,
11289,11250,0,
11289,11288,0,
11289,11269,0,
11289,11253,0,
11289,11267,0,
11289,11246,0,
11289,11266,0,
11289,11268,0,
11289,11256,0,
11287,11251,0,
11285,10745,2,300
11285,2051,2,300
11283,11353,2,300
11283,136,2,300
11283,11354,2,300
11283,160,2,300
11283,11103,2,300
11281,423,2,300
11281,10799,2,300
11281,1586,2,300
11281,1525,2,300
11279,486,2,360
11279,11357,2,300
11279,11088,2,300
11279,11087,2,300
11279,2119,2,300
11277,11260,2,300
11277,10360,2,300
11275,11311,2,300
11275,11310,2,360
11275,11337,2,360
11273,9129,2,360
11273,11523,2,300
11273,4882,2,420
11273,11522,2,360
11273,193,2,360
11273,4495,2,360
11303,96,2,360
11303,9076,2,300
11303,11438,2,300
11303,938,2,300
11303,35,2,300
11303,77,2,300
11303,9069,2,300
11303,8039,2,360
11303,8994,2,300
11303,8019,2,480
11303,8035,2,480
9190,3659,0,
9190,3631,0,
9182,9182,0,
9199,9186,0,
9199,2496,0,
2354,8978,0,
2354,8054,2,300
2354,8063,0,
2354,2339,0,
3918,3918,0,
7926,7926,0,
10202,8050,0,
10202,8067,0,
5585,6464,0,
5585,5621,0,
5588,5588,0,
5591,5596,0,
5591,5706,0,
5591,6078,0,
5507,5701,0,
5507,5465,0,
5593,5743,2,120
5593,6000,2,120
5593,5633,2,120
5593,5700,0,
5593,6077,2,120
5593,5464,0,
5593,5509,2,120
5594,5701,0,
5594,5465,0,
5596,5596,0,
5596,6078,0,
5601,6464,0,
5601,5621,0,
5615,4933,0,
5615,4925,0,
5623,5623,0,
5623,5561,0,
5623,5583,0,
5623,11122,0,
5629,5557,0,
5629,5628,0,
5629,5998,0,
6455,5230,2,120
6455,5093,2,120
6455,6080,2,120
6455,4845,2,120
6455,5244,2,120
6455,5553,2,120
6455,4939,2,120
5216,7591,2,120
5216,5216,2,120
5216,7468,2,120
5216,7469,2,120
5216,6727,2,120
5216,7635,2,120
5216,6736,2,120
3806,3385,2,120
3806,3779,2,120
3806,3816,0,
3806,3478,2,120
3806,3822,2,120
3806,8022,2,120
3806,8999,2,120
3806,8031,2,120
3478,3816,2,120
3478,3806,2,120
3478,8022,2,120
3478,8999,2,120
3478,8031,2,120
7645,7645,0,
9281,9281,0,
8970,8970,0,
6149,6219,0,
6149,6149,0,
8841,8841,0,
8841,6231,0,
6351,6230,0,
6351,6346,0,
5543,6088,0,
5543,6340,0,
5543,5543,0,
5543,6195,0,
5543,6174,2,120
5543,8854,2,120
5543,6139,2,120
5435,5435,0,
6230,6351,0,
6230,6230,0,
6230,6346,0,
5557,5629,0,
5557,5557,0,
5557,5998,0,
5561,5583,0,
5561,11122,0,
5567,4933,0,
5567,4925,0,
11276,11260,2,300
11276,11258,2,300
11276,10360,2,300
11278,11357,2,300
11278,11088,2,300
11278,11087,2,300
11278,2119,2,300
11280,423,2,300
11280,10799,2,300
11280,1586,2,300
11280,1525,2,300
11282,11353,2,300
11282,136,2,300
11282,11354,2,300
11282,160,2,300
11282,11350,2,300
11284,10745,2,300
11284,2051,2,300
11286,11251,0,
11288,11250,0,
11288,11269,0,
11288,11253,0,
11288,11267,0,
11288,11246,0,
11288,11266,0,
11288,11268,0,
11288,11256,0,
11290,8604,0,
11292,11471,0,
11294,6753,0,
11294,6610,0,
11294,11243,0,
11294,6607,0,
11294,11247,0,
11294,6512,0,
11294,2092,0,
11294,6541,0,
8040,409,2,300
8040,4496,2,360
8040,8535,2,300
8040,9128,2,360
8040,31,2,300
8043,235,0,
8043,181,0,
8044,11588,2,300
8044,11606,2,300
8044,972,0,
8044,1231,0,
8044,11589,2,300
8044,8754,0,
8044,8763,0,
8045,695,0,
8045,1572,0,
8045,1541,0,
8046,1832,0,
8046,8903,0,
8046,1615,0,
8046,1065,0,
8047,1736,0,
8047,8563,0,
8047,11455,0,
8047,1651,0,
8047,1685,0,
8047,11674,0,
8048,11570,0,
8048,2539,0,
8049,2833,0,
8049,2717,0,
8049,2761,0,
8049,2414,0,
8049,2523,0,
8049,1173,0,
8049,2016,0,
8049,10203,0,
8050,10202,0,
8051,2477,0,
8051,3023,0,
8051,2630,0,
8051,2692,0,
8051,2799,0,
8051,10429,0,
8052,10915,0,
8052,3535,0,
8052,2252,0,
8052,2203,0,
8052,2397,0,
8052,10423,0,
8052,5989,0,
8052,6984,0,
8053,11507,0,
8053,11517,0,
8053,11506,0,
8053,9948,2,300
8053,10743,0,
8053,10742,0,
8054,8054,0,
8054,2339,0,
8578,8561,0,
8578,8575,0,
8578,8573,0,
8578,8574,0,
8578,8552,0,
8578,10564,0,
8746,8690,0,
8746,8688,0,
8746,8685,0,
8746,8676,0,
8746,8672,0,
8746,8656,0,
8746,8689,0,
8746,8657,0,
8746,8687,0,
8747,10972,0,
8747,9952,0,
8747,10971,0,
8747,10034,0,
9510,8703,0,
8748,8659,0,
8748,8679,0,
8748,8680,0,
8749,8697,0,
8749,8683,0,
8750,2752,0,
8750,2778,0,
8750,2823,0,
8750,1471,0,
8750,1400,0,
8750,1556,0,
8751,8673,0,
8751,9505,0,
8751,8674,0,
8752,8860,0,
8752,11095,0,
8753,8907,0,
8753,1091,0,
8754,11588,0,
8754,11606,2,300
8754,972,0,
8754,1231,0,
8754,11589,2,300
8754,8044,0,
8754,8073,0,
10375,1362,0,
10375,1300,0,
10375,10196,0,
8763,11588,2,360
8763,972,0,
8763,1231,0,
8763,8044,0,
8763,8073,0,
8762,8907,0,
8762,1091,0,
8761,8860,0,
8761,11095,0,
8760,8673,0,
8760,9505,0,
8760,8674,0,
8759,2752,0,
8759,2778,0,
8759,2823,0,
8759,1471,0,
8759,1400,0,
8759,1556,0,
8758,8697,0,
8758,8683,0,
8757,8659,0,
8757,8679,0,
8757,8680,0,
9511,8703,0,
8756,10972,0,
8756,9952,0,
8756,10971,0,
8755,8690,0,
8755,8688,0,
8755,8685,0,
8755,8676,0,
8755,8672,0,
8755,8656,0,
8755,8689,0,
8755,8657,0,
8755,8687,0,
8755,8691,0,
8577,8561,0,
8577,8575,0,
8577,8573,0,
8577,8574,0,
8577,8552,0,
8577,10564,0,
8063,8978,0,
8063,8054,0,
8063,2339,0,
8064,11507,0,
8064,11517,0,
8064,11506,0,
8064,9948,2,300
8064,10743,0,
8064,10742,0,
8065,10915,0,
8065,3535,0,
8065,2252,0,
8065,2203,0,
8065,2397,0,
8065,10423,0,
8065,5989,0,
8065,6984,0,
8066,2477,0,
8066,3023,0,
8066,2630,0,
8066,2692,0,
8066,2799,0,
8066,10429,0,
8067,10202,0,
8068,2833,0,
8068,2717,0,
8068,2671,0,
8068,2761,0,
8068,2414,0,
8068,2523,0,
8068,1173,0,
8068,2016,0,
8068,10203,0,
8069,11570,0,
8069,2539,0,
8070,1736,0,
8070,8563,0,
8070,11455,0,
8070,1651,0,
8070,1685,0,
8070,11674,0,
3848,3848,0,
3852,3881,0,
3852,3852,0,
3822,3385,2,120
3822,3779,2,120
3822,3816,2,120
3822,3806,2,120
3822,3478,2,120
3822,3822,2,120
3822,8022,2,120
3822,8999,2,120
6217,6373,0,
6217,6217,0,
6217,6151,0,
6280,6153,0,
6280,6280,0,
6280,6215,0,
6298,6298,0,
6310,6310,0,
5436,6088,2,120
5436,6340,2,120
5436,5543,2,120
5436,5436,2,120
5436,6195,2,120
5436,6174,2,120
5436,8854,2,120
5436,6139,2,120
6195,6088,0,
6195,6340,0,
6195,5543,0,
6195,6195,0,
4929,4929,0,
4933,5615,0,
4933,5567,0,
4936,4922,0,
4936,11121,0,
4936,6081,0,
5229,4940,0,
4917,4918,0,
4917,4847,0,
5230,6455,2,120
5230,5093,2,120
5230,6080,0,
5230,4845,0,
5230,5244,2,120
5230,5553,2,120
5230,4939,2,120
5230,5997,2,120
4925,5615,0,
4925,5567,0,
4928,9961,0,
4928,4928,0,
5242,5218,0,
5242,6738,0,
5242,6728,0,
9948,11507,0,
9948,11517,0,
9948,11506,0,
9948,11516,0,
9948,8053,2,300
9948,8064,2,300
9948,9948,0,
7516,7516,0,
7525,7525,0,
7525,7563,0,
7444,7444,0,
7444,7503,0,
7444,7562,0,
7493,7446,0,
7493,7493,0,
7493,7533,0,
8071,1832,0,
8071,8903,0,
8071,1615,0,
8071,1065,0,
8072,695,0,
8072,1572,0,
8072,1541,0,
8073,11588,2,300
8073,11606,2,300
8073,972,0,
8073,1231,0,
8073,11589,2,300
8073,8754,0,
8073,8763,0,
8074,235,0,
8074,181,0,
8074,10480,2,360
8075,9063,2,420
8075,81,2,360
8075,11495,2,360
8076,96,2,420
8076,78,2,360
8076,9129,2,360
8076,4881,2,420
8076,10399,2,360
8076,11535,0,
8076,11525,2,360
8076,4882,0,
8076,11524,2,360
8076,77,2,420
8076,193,2,480
8076,8535,2,600
8076,4495,2,360
8994,95,2,300
8994,96,2,300
8994,78,2,360
8994,11438,2,300
8994,938,2,360
8994,35,2,300
8994,40,0,
8994,189,2,360
8994,859,2,300
8994,9069,0,
8994,645,2,300
8994,8039,2,300
8994,11302,2,420
8994,8035,2,480
8077,409,2,300
8077,76,2,420
8077,534,2,300
8077,1857,2,300
8077,11304,2,360
8077,8535,0,
8078,2736,2,600
8078,35,2,300
8078,11302,2,360
8078,8994,2,300
8078,8019,2,420
8078,8035,2,480
8020,3767,2,120
8020,3181,0,
8020,3217,0,
8020,3258,2,120
10860,3767,2,120
10860,3181,0,
10860,3217,0,
10860,3258,2,120
8021,3394,2,120
8021,3334,2,120
8021,3533,2,120
8021,3769,2,120
8021,3204,2,120
8021,3053,2,120
8021,3927,2,120
8021,3904,2,120
8021,3195,2,120
8021,3906,2,120
8021,3067,2,120
8021,7643,2,120
8998,3394,2,120
8998,3334,2,120
8998,3533,2,120
8998,3769,2,120
8998,3204,2,120
8998,3053,2,120
8998,3927,2,120
8998,3904,2,120
8998,3195,2,120
8998,3906,2,120
8998,3067,2,120
8998,7643,2,120
8022,3385,2,120
8022,3816,2,120
8022,3806,2,120
8022,3478,2,120
8022,3822,2,120
8999,3385,2,120
8999,3779,2,120
8999,3816,2,120
8999,3806,2,120
8999,3478,2,120
8999,3822,2,120
8023,11559,2,120
8023,7650,2,120
9000,11559,2,120
9000,7650,2,120
9000,7736,2,120
8024,7827,2,120
8024,7743,2,120
8024,7727,2,120
8024,7658,2,120
10956,10366,0,
10956,7827,2,120
10956,10198,2,480
10956,7743,2,120
10956,10840,2,120
10956,7727,2,120
10956,7658,2,120
8025,9667,2,120
8025,7777,2,120
8025,7768,2,120
10954,7777,2,120
10954,7768,2,120
8028,9667,2,120
8028,7777,2,120
10955,7777,2,120
8029,7827,2,120
8029,7727,2,120
8029,7658,2,120
8030,11559,2,120
8030,7650,0,
8030,7736,2,120
8031,3385,2,120
8031,3061,0,
8031,3779,2,120
8031,3816,2,120
8031,3806,2,120
8031,3478,2,120
8031,3822,2,120
8032,3394,2,120
8032,3334,2,120
8032,3533,2,120
8032,3204,2,120
8032,3053,2,120
8032,3927,2,120
8032,3904,2,120
8032,3195,2,120
8032,3906,2,120
8032,3067,2,120
8032,7643,2,120
8033,3767,2,120
8033,3258,2,120
8034,95,2,480
8034,96,2,480
8034,78,2,480
8034,11438,2,480
8034,938,2,480
8034,35,2,480
8034,40,2,480
8034,189,2,480
8034,859,2,480
8034,10553,2,480
8034,9069,2,480
8034,645,2,480
8034,8039,2,420
8034,11302,2,480
8034,8035,2,480
8036,4210,2,120
8036,4242,2,120
8036,4471,2,120
8036,4475,2,120
8036,4459,2,120
8036,4568,2,120
8036,10867,2,120
8038,95,2,480
8038,96,2,480
8038,78,2,480
8038,11438,2,480
8038,938,2,480
8038,35,2,480
8038,40,2,480
8038,10400,2,360
8038,97,2,360
8038,189,2,480
8038,859,2,480
8038,10553,2,480
8038,9069,2,480
8038,645,2,480
8038,8039,2,480
8038,11302,2,480
8038,8994,2,480
8038,8019,2,480
8055,11661,0,
8055,11663,0,
8055,11662,0,
8055,11657,0,
8055,11660,0,
8055,11659,0,
8408,8408,0,
8408,7646,0,
3903,9240,0,
9240,3903,2,360
6256,6303,0,
6215,6280,0,
6335,6362,0,
6172,6357,0,
6172,6197,0,
6357,6357,0,
7572,7572,0,
10213,10213,0,
8056,5844,0,
8056,5862,0,
8057,5768,0,
8057,5769,0,
8057,5667,0,
8057,10881,0,
8057,5793,0,
8057,5045,0,
8057,6467,0,
8057,10880,0,
8057,5262,0,
8057,5494,0,
8058,5042,0,
8058,6468,0,
8060,5768,0,
8060,5769,0,
8060,5667,0,
8060,5793,0,
8060,5045,0,
8060,5891,0,
8060,10880,0,
8060,5262,0,
8061,5844,0,
8061,5862,0,
8062,11661,0,
8062,11663,0,
8062,11662,0,
8062,11657,0,
8062,11660,0,
8062,11659,0,
10415,2742,2,120
10415,1387,2,120
10415,1482,2,120
10415,1709,2,120
3818,3054,2,480
3663,1442,0,
3663,2263,0,
3663,1430,0,
5547,5547,0,
6135,6135,0,
10856,10856,0,
5434,5545,0,
7352,7417,0,
7357,8960,0,
3140,3548,0,
3140,3613,0,
8691,8690,0,
8691,8688,0,
8691,8685,0,
8691,8676,0,
8691,8672,0,
8691,8656,0,
8691,8689,0,
8691,8657,0,
8691,8687,0,
8691,8746,0,
11270,11248,0,
11270,11250,2,120
11270,11289,0,
11270,11288,0,
11270,11269,2,120
11270,11253,2,120
11270,11267,2,120
11270,11246,2,120
11270,11266,2,120
11270,11268,2,120
11270,11256,2,120
354,599,2,300
354,600,0,
11663,11661,0,
11663,8062,0,
11663,11662,2,120
11663,11660,2,120
11663,11659,2,120
9926,5845,0,
6456,5768,2,120
6456,5769,0,
6456,8057,0,
6456,8060,0,
6456,5667,2,120
6456,10881,2,120
6456,5793,2,120
6456,5045,2,120
6456,5891,2,120
6456,6467,2,120
6456,10880,2,120
6456,5262,2,120
6456,5494,2,120
6456,5122,2,120
11649,30,0,
11649,45,0,
11650,4883,0,
11650,11528,2,300
11650,11272,2,420
6174,6088,2,120
6174,6340,2,120
6174,5543,2,120
6174,5436,2,120
6174,6195,0,
6174,6174,2,120
6174,8854,2,120
6174,6139,2,120
5275,5275,0,
5275,5419,2,360
5181,9720,0,
5183,5180,2,360
5183,9720,2,360
5183,5183,0,
5697,5467,2,360
5743,5593,2,120
5743,5743,2,120
5743,6000,2,120
5743,5633,0,
5743,5700,0,
5743,6077,2,120
5743,5464,0,
5743,5509,2,120
6000,5593,2,120
6000,5743,2,120
6000,6000,2,120
6000,5633,0,
6000,5700,0,
6000,6077,2,120
6000,5701,0,
6000,5464,0,
6000,5509,2,120
5706,6078,0,
5708,5641,0,
5708,5693,0,
5715,11133,0,
5715,11134,0,
5719,5037,0,
5719,5052,0,
5119,5119,0,
5119,5723,0,
5119,5125,0,
10881,5768,2,120
10881,5769,0,
10881,8057,0,
10881,8060,0,
10881,5667,2,120
10881,10881,2,120
10881,5793,2,120
10881,5045,2,120
10881,5891,2,120
10881,6467,2,120
10881,10880,2,120
10881,5262,2,120
10881,5494,2,120
10881,5122,2,120
5124,5721,0,
5124,5124,0,
5725,5037,0,
5725,5052,0,
5729,11133,0,
5729,11134,0,
5737,5641,0,
5737,5693,0,
5458,5703,2,300
5458,5741,0,
5458,5514,0,
5756,5756,0,
5756,5781,0,
5756,5797,0,
5756,11135,0,
5762,6480,0,
5762,6469,0,
5793,5768,2,120
5793,5769,0,
5793,8057,0,
5793,8060,0,
5793,5667,2,120
5793,10881,2,120
5793,5793,2,120
5793,5045,2,120
5793,5891,2,120
5793,6467,2,120
5793,10880,2,120
5793,5262,2,120
5793,5494,2,120
5793,5122,2,120
6222,6223,0,
5448,6186,0,
5448,5524,0,
6194,10437,0,
8282,6706,0,
8282,8485,0,
8282,8282,0,
8282,8283,2,480
8283,8483,2,300
8283,8484,2,360
8283,8283,0,
8283,6781,2,480
6175,10437,0,
6346,6230,0,
5524,6186,0,
5532,5444,0,
5040,5050,2,300
5040,5794,0,
5040,5039,0,
5041,5049,0,
5042,8059,0,
5042,5042,0,
5042,6468,2,360
5045,5768,2,120
5045,5769,0,
5045,8057,0,
5045,8060,0,
5045,5667,2,120
5045,10881,2,120
5045,5793,2,120
5045,5045,2,120
5045,5891,2,120
5045,6467,2,120
5045,10880,2,120
5045,5262,2,120
5045,5494,2,120
5045,5122,2,120
5093,6455,2,120
5093,5230,2,120
5093,5093,2,120
5093,6080,2,120
5093,4845,2,120
5093,5244,2,120
5093,5553,2,120
5093,4939,2,120
5093,5997,2,120
5250,5250,0,
5250,5869,0,
5250,5256,0,
5250,5069,0,
5024,5068,0,
5025,5025,0,
5025,11130,0,
5025,11127,0,
5029,5029,0,
4961,4961,0,
4961,4962,0,
4961,4972,0,
4961,5253,0,
4962,4961,0,
4962,4962,0,
4962,4972,0,
4962,5253,0,
5031,5059,0,
5034,5656,0,
5034,5678,0,
5037,5719,0,
5037,5725,0,
5052,5719,0,
5052,5725,0,
5055,5656,0,
5055,5678,0,
5059,5057,0,
5065,5028,0,
5065,5255,0,
5255,5065,0,
5066,5066,0,
5067,11130,0,
5067,11127,0,
5869,5069,0,
5432,5547,0,
5432,6321,0,
6080,6455,2,120
6080,5230,0,
6080,5093,2,120
6080,6080,2,120
6080,4845,2,120
6080,5244,2,120
6080,5553,2,120
6080,4939,2,120
6080,5997,2,120
5583,5623,0,
5583,5561,0,
5583,5583,0,
5583,11122,0,
6464,5585,0,
6464,5601,0,
11074,5456,0,
11074,5516,0,
11124,6073,0,
11124,6019,0,
11076,6051,0,
11076,9022,0,
9525,9525,0,
10148,10148,0,
10148,9547,0,
10148,9524,0,
10148,10150,0,
5332,5332,0,
6474,7144,0,
6474,7102,0,
5776,6469,0,
5777,5761,0,
5777,5777,2,120
5779,5779,2,120
5781,5797,0,
5781,11135,0,
5792,5745,2,300
5792,5937,0,
5797,5756,0,
5797,5781,0,
5797,5797,0,
5797,11135,0,
5801,5830,0,
5801,5955,0,
5801,6004,0,
5803,5954,0,
5803,6114,0,
5805,5287,0,
5805,5288,0,
5811,5820,0,
5811,8967,0,
5813,5818,0,
5813,5909,0,
5813,11490,0,
5815,5180,2,360
5815,9720,2,360
5815,5183,0,
5815,5815,0,
5826,5805,0,
5826,5826,0,
5826,5287,2,360
5826,11592,0,
5826,5288,2,360
5828,5803,0,
5828,5828,0,
5828,5954,0,
5828,6114,0,
5830,5955,0,
5830,6004,0,
5891,5768,2,120
5891,5667,2,120
5891,10881,2,120
5891,5793,2,120
5891,5045,2,120
5891,6467,2,120
5891,10880,2,120
5891,5262,2,120
5891,5494,2,120
5918,9452,0,
5918,11137,0,
5919,5919,0,
5919,5408,0,
5919,5295,0,
5947,6116,0,
5951,5951,0,
5951,5945,0,
5951,5927,0,
5954,5803,0,
5954,5828,0,
5954,5954,0,
5954,6114,0,
5285,5285,0,
5285,6113,0,
5285,6478,0,
5285,5410,0,
6113,5285,0,
6113,6113,0,
6113,6478,0,
6113,5410,0,
5955,5801,0,
5955,5830,0,
5955,5955,0,
5955,6004,0,
5945,5951,0,
5945,5945,0,
5945,5927,0,
5925,6111,0,
5925,6116,0,
5960,5408,0,
5960,5295,0,
5961,9452,0,
5961,11137,0,
5991,2410,0,
5991,5991,0,
4845,6455,2,120
4845,5230,0,
4845,5093,2,120
4845,6080,2,120
4845,5244,2,120
4845,5553,2,120
4845,4939,2,120
4845,5997,2,120
6086,2409,0,
6086,6086,0,
10855,11681,2,360
7207,7259,2,120
7207,5352,2,120
7207,7095,2,120
7207,7166,2,120
7207,7214,2,120
10190,10190,0,
10190,5321,0,
10189,6039,0,
9547,10148,0,
9547,9547,0,
9547,9524,0,
9547,10150,0,
6051,11076,0,
6051,6051,0,
6051,9022,0,
6051,9023,0,
6051,11075,0,
6073,11124,0,
6073,11123,0,
6019,11124,0,
6019,11123,0,
6028,6053,0,
6028,6028,0,
6028,6124,0,
9022,11076,0,
9022,11075,0,
9524,10148,0,
9524,10150,0,
6039,10701,0,
6039,6039,0,
8854,6088,2,120
8854,6340,2,120
8854,5543,2,120
8854,5436,2,120
8854,6195,2,120
8854,6174,2,120
8854,8854,0,
8854,6139,2,120
9023,11075,0,
6111,5947,0,
6111,5925,0,
6478,5285,0,
6478,6113,0,
6478,6478,0,
6478,5410,0,
6479,6006,0,
6479,6068,0,
6480,5762,0,
6480,5776,0,
5935,5938,0,
5935,6015,0,
5633,5593,2,120
5633,5743,2,120
5633,6000,0,
5633,5700,0,
5633,6077,2,120
5633,5701,2,480
5633,5465,2,480
5633,5464,2,120
5633,5509,2,120
6004,5801,0,
6004,5830,0,
6006,6479,0,
6006,6470,0,
6011,6063,0,
6068,6479,0,
6068,6470,0,
5927,5951,0,
5927,5945,0,
5700,5593,0,
5700,5743,0,
5700,6000,0,
5700,5633,0,
5700,5700,0,
5700,6077,0,
5700,5701,2,360
5700,5465,2,360
5700,5464,0,
5700,5509,0,
6139,6088,2,120
6139,5543,2,120
6139,5436,2,120
6139,6195,2,120
6139,6174,2,120
6139,8854,0,
6167,6354,2,360
6167,6343,0,
6481,6481,0,
6469,5776,0,
6470,6006,0,
6470,6068,0,
6114,5803,0,
6114,5828,0,
6116,5947,0,
6116,5925,0,
5628,5629,0,
5628,5998,0,
5644,6462,0,
5644,5690,0,
5651,11131,0,
5651,11132,0,
5656,5034,0,
5656,5055,0,
5659,5127,0,
5659,5117,0,
5675,5127,0,
5675,5117,0,
5678,5034,0,
5678,5055,0,
5683,11131,0,
5683,11132,0,
5456,11074,0,
5456,5456,0,
5456,6459,2,300
5456,5516,0,
5741,5703,0,
9452,5918,0,
9452,5961,0,
6077,5593,2,120
6077,5743,0,
6077,6000,0,
6077,5633,2,120
6077,5700,0,
6077,5464,0,
6077,5509,2,120
6078,5706,0,
10199,6475,0,
10199,9306,0,
7144,6475,0,
7145,10629,0,
5337,7209,0,
8989,9492,0,
8989,5379,0,
8989,9020,0,
8989,11232,0,
5338,5378,0,
7095,7259,2,120
7095,5352,2,120
7095,7207,2,120
7095,7166,2,120
7095,7214,2,120
7166,7259,2,120
7166,5352,2,120
7166,7207,2,120
7166,7095,2,120
7166,7166,2,120
7166,7214,2,120
7102,6475,0,
7102,7102,0,
7727,7827,2,120
7727,7743,2,120
7727,8024,2,120
7727,10956,2,120
7727,8029,2,120
7727,7727,2,120
7727,7658,0,
7662,10294,0,
7662,7828,0,
7666,10299,2,420
7666,10310,2,420
10887,10889,2,120
10887,10888,2,120
10887,10891,2,120
10887,10890,2,120
10887,10886,2,120
7719,10299,2,420
7719,10310,2,420
10893,10316,0,
10893,7828,0,
7658,7827,2,120
7658,7743,2,120
7658,8024,2,120
7658,10956,2,120
7658,8029,2,120
7658,7658,2,120
10874,7117,0,
7125,7123,0,
7488,7451,0,
7501,7493,0,
7501,7501,0,
6735,7488,0,
6735,6729,0,
6738,5218,0,
6738,6738,0,
6728,5218,0,
7451,6729,0,
7468,7591,2,120
7468,5216,2,120
7468,6727,2,120
7468,7635,2,120
7468,6736,2,120
7469,7591,2,120
7469,5216,2,120
7469,6727,2,120
7469,7635,2,120
7023,8823,0,
7025,2160,0,
7025,2227,0,
7025,1329,0,
7029,7029,0,
6992,1334,0,
6992,6958,0,
7036,7036,0,
7042,7042,0,
7042,6526,0,
11268,11248,0,
11268,11250,2,120
11268,11289,0,
11268,11288,0,
11268,11269,2,120
11268,11253,2,120
11268,11267,2,120
11268,11246,2,120
11268,11266,2,120
6532,7002,0,
6532,6949,0,
6535,2098,0,
11254,11398,0,
11254,6754,0,
6538,2095,0,
6892,6843,0,
6892,6838,0,
6895,6600,0,
6895,6637,0,
6902,9567,0,
6902,9577,0,
8412,8367,0,
6908,6587,0,
6908,6648,0,
6778,6778,0,
6578,6482,0,
6578,6578,0,
6868,6868,0,
6574,6566,0,
6574,6574,0,
6574,11208,0,
6805,9560,0,
6808,6587,0,
6808,6648,0,
6874,9567,0,
6881,6600,0,
6881,6637,0,
6884,6843,0,
6884,6838,0,
6510,10522,0,
11470,11247,0,
11470,11393,0,
6512,6753,0,
6512,6610,0,
6512,11243,0,
6512,6607,0,
6512,11295,0,
6512,6512,0,
6512,2092,0,
6512,6541,0,
2092,6753,0,
2092,6610,0,
2092,11243,0,
2092,6607,0,
2092,11247,0,
2092,11295,0,
2092,6512,0,
2092,2092,0,
2092,6541,0,
2092,2093,0,
6541,6753,0,
6541,6610,0,
6541,11243,0,
6541,6607,0,
6541,11247,0,
6541,11295,0,
6541,6512,0,
6541,2092,0,
6541,6541,0,
6541,2093,0,
2093,2093,0,
2101,7001,0,
2101,6949,0,
8366,8368,0,
11256,11248,0,
11256,11250,2,120
11256,11289,0,
11256,11288,0,
11256,11269,2,120
11256,11253,2,120
11256,11267,2,120
11256,11246,2,120
11256,11266,2,120
10149,10248,0,
10149,10149,0,
10149,5303,0,
11075,6051,0,
11075,9023,0,
11123,6073,0,
11123,6019,0,
6459,11074,0,
6459,5456,0,
6459,6459,0,
6459,5516,0,
5621,5585,0,
5621,5601,0,
11122,5623,0,
11122,5561,0,
5428,5428,0,
5431,6089,0,
7544,7544,0,
7582,7582,0,
6843,6892,0,
8617,9562,0,
8617,9582,0,
6858,6489,0,
6858,6563,0,
6572,9634,0,
11208,6802,0,
9987,1622,0,
9987,1679,0,
9989,1643,0,
10144,9848,0,
6971,2394,0,
6987,9849,0,
11613,9848,2,360
7001,2101,0,
7002,6532,0,
7002,2101,0,
10150,9547,0,
10150,9524,0,
5404,10642,0,
5404,10163,0,
5408,5919,0,
5408,5960,0,
5408,5408,0,
5287,5805,0,
5287,5826,2,360
5287,5287,0,
5287,11592,2,360
6489,6858,0,
6489,6820,0,
6820,6489,0,
6820,6563,0,
6823,9562,0,
6823,9582,0,
6838,6892,0,
6838,6884,0,
6949,2101,0,
7602,7602,0,
6733,6733,0,
6733,6731,0,
6730,6730,0,
6730,6734,0,
11130,5025,0,
11130,5067,0,
11131,5651,0,
11131,5683,0,
11133,5715,0,
11133,5729,0,
11078,5474,0,
11078,5498,0,
11592,5287,2,360
11592,5288,2,360
11137,5918,0,
11137,5961,0,
11135,5756,0,
